star_id,orbital_period,transit_duration,transit_depth,planet_radius,star_radius,star_temp,star_logg,label
TIC 173103335,24.6435,,,1.18,0.371,3841.0,4.906,1
TIC 173103335,24.64671,,0.0822,1.18,0.371,,,1
TIC 173103335,24.646729,,,1.582,0.546,3844.0,4.704,1
TIC 173103335,24.646582,,,1.69,0.6,3835.0,,1
TIC 173103335,24.64638,,,1.77,0.6,3835.0,4.66,1
TIC 173103335,24.646582,,,,0.561,3896.0,4.734,1
TIC 173103335,24.646582,,,1.72,0.561,3896.0,4.734,1
TIC 173103335,24.6454,,,1.72,0.561,3896.0,4.72,1
TIC 173103335,24.6454,,,1.72,0.561,3896.0,,1
TIC 173103335,24.64638,,,1.69,0.561,,,1
TIC 173103335,24.64745,,,1.56,0.52,3951.0,,1
TIC 173103335,24.645013,,0.0916,1.9,0.58,3927.0,,1
TIC 173103335,24.6491,,,1.644,0.553,,4.734,1
TIC 173103335,24.64354,,,1.85,0.56,3896.0,4.72,1
TIC 173103335,44.55603,,,1.458,0.546,3844.0,4.704,1
TIC 173103335,44.56115,,0.0731,1.7,0.58,3927.0,,1
TIC 173103335,44.55612,,,,0.550856,3920.0,4.6932,1
TIC 173103335,44.55765,,,1.61,0.561,,,1
TIC 173103335,44.5574,,0.0782,1.11,0.371,,,1
TIC 173103335,44.556456,,,1.62,0.6,3835.0,,1
TIC 173103335,44.5631,,,1.52,0.561,3896.0,4.72,1
TIC 173103335,44.55646,,,,0.561,3896.0,4.734,1
TIC 173103335,44.556456,,,1.52,0.561,3896.0,4.734,1
TIC 173103335,44.55983,,,1.51,0.56,3896.0,4.72,1
TIC 173103335,44.5631,,,1.52,0.561,3896.0,,1
TIC 173103335,44.5609,,,0.96,0.371,3841.0,4.906,1
TIC 173103335,44.5705,,,1.53,0.553,,4.734,1
TIC 173103335,44.55764,,,1.65,0.6,3835.0,4.66,1
TIC 26017005,4.09847804,,,,0.844,5425.0,4.54,1
TIC 26017005,4.098506,,,12.3,0.92,5567.0,4.48,1
TIC 26017005,4.09847409321,,1.68699465,14.83669218,1.06395,5198.0,4.33,1
TIC 26017005,4.098492,,,12.65164357,0.909346,5574.0,4.53,1
TIC 26017005,4.09803132,,1.702,,1.06395,5198.0,4.33019,1
TIC 26017005,4.09849,,,11.982421,0.839,5575.0,4.6,1
TIC 26017005,4.098507,,,13.405964,0.941,5581.0,4.484,1
TIC 26017005,4.0984897,,1.7119,13.14,0.921,,,1
TIC 26017005,4.0984791,,,,0.844,5425.0,4.54,1
TIC 26017005,4.098503,,1.603,11.646151,0.844,5425.0,4.54,1
TIC 411697517,3.38631713618,,0.62598518,,,5780.0,4.438,1
TIC 411697517,3.38628,,,9.916,1.24,6100.0,3.94,1
TIC 50171060,1.25785,,,,0.986,5412.0,4.44,1
TIC 50171060,1.2578542,,,34.0,0.9,5465.0,4.523,1
TIC 50171060,1.25785,,,11.88154,0.78,5280.0,4.6,1
TIC 50171060,1.25784906,,,46.0,1.138,5340.0,4.45,1
TIC 50171060,1.2578332,,0.716,,1.02904,5340.0,4.37794,1
TIC 50171060,1.25784887,,,,0.78,5280.0,4.6,1
TIC 50171060,1.2578493,,0.629,7.0,0.81,5251.0,,1
TIC 50171060,1.25781300511,,0.73853107,12.57069193,1.02904,5340.0,4.37794,1
TIC 55315929,921.2,,,,1.22,5959.0,,1
TIC 70298662,3.1443189,,,0.95,0.196,3300.0,5.094,1
TIC 73943566,1.133,,0.0957,1.33,0.379,3436.0,4.891,1
TIC 73943566,5.26,,0.248,1.83,0.379,3436.0,4.891,1
TIC 70412892,6.22,,0.119,2.93,0.379,3387.0,4.885,1
TIC 335322931,7.01,,0.085,1.66,0.552,3851.0,4.701,1
TIC 301540319,26.68,,0.083,2.79,0.898,5440.0,4.512,1
TIC 437444661,8.99002105,,0.344,,0.851795,5274.0,4.53357,1
TIC 437444661,8.9919156,,0.375,4.79,0.72,4686.0,,1
TIC 437444661,8.991942,,,5.17103245,0.839164,5415.0,4.73,1
TIC 437444661,8.99218,,,5.38,0.87,5315.0,4.43,1
TIC 437444661,8.99213,,,5.62,0.92,5428.0,4.449,1
TIC 437444661,8.991828,,,4.96,0.845,,,1
TIC 437444661,8.992,,,5.299,0.86,5271.0,4.49,1
TIC 437444661,17.97586029496,,0.31594997,4.78034841,0.851795,5274.0,4.53357,1
TIC 437444661,8.992018,,0.3802,4.92,0.757,,,1
TIC 437444661,8.99218,,,5.38,0.87,5315.0,4.43,1
TIC 437444661,8.99213,,,5.13,0.845,5275.0,4.49,1
TIC 437444661,8.99196,,,5.038,0.855,5274.0,4.49,1
TIC 437444661,20.65614,,,3.48,0.87,5315.0,4.43,1
TIC 437444661,20.66186,,,2.74,0.845,,,1
TIC 437444661,20.66093,,,3.01,0.855,5274.0,4.49,1
TIC 437444661,20.6602,,,3.32,0.92,5428.0,4.449,1
TIC 437444661,20.65614,,,3.48,0.87,5315.0,4.43,1
TIC 437444661,20.660987,,0.135,2.88,0.72,4686.0,,1
TIC 437444661,20.6602,,,3.01,0.845,5275.0,4.49,1
TIC 437444661,20.66093,,,3.134,0.86,5271.0,4.49,1
TIC 437444661,20.66178,,0.1346,2.73,0.757,,,1
TIC 437444661,20.661623,,,3.11517954,0.839164,5415.0,4.73,1
TIC 437444661,31.71701,,,3.484,0.86,5271.0,4.49,1
TIC 437444661,31.715868,,0.16,3.13,0.72,4686.0,,1
TIC 437444661,31.7154,,,3.77,0.92,5428.0,4.449,1
TIC 437444661,31.7236,,0.1562,3.14,0.757,,,1
TIC 437444661,31.7142,,,3.27,0.845,,,1
TIC 437444661,31.71922,,,3.75,0.87,5315.0,4.43,1
TIC 437444661,31.7169,,,3.33,0.855,5274.0,4.49,1
TIC 437444661,31.7154,,,3.43,0.845,5275.0,4.49,1
TIC 437444661,31.71922,,,3.75,0.87,5315.0,4.43,1
TIC 437444661,31.715061,,,3.41411198,0.839164,5415.0,4.73,1
TIC 437444661,4.34882,,,1.01,0.845,,,1
TIC 437444661,4.3491,,0.0255,2.2,0.757,,,1
TIC 437444661,4.34934,,,1.212,0.86,5271.0,4.49,1
TIC 281748980,1.995,,0.557,2.62,0.3,3157.0,4.55,1
TIC 277833995,2.298,,0.11,1.95,0.583,3855.0,4.683,1
TIC 277833995,2.29799150846,,0.13549641,2.32710652,0.590525,3650.0,4.66,1
TIC 277833995,2.2979749,,0.0992,2.05124347,0.595,3750.0,4.65,1
TIC 277869696,8.205,,0.071,1.92,0.602,4141.0,4.677,1
TIC 392852196,24.93,,0.263,2.1,0.549,3710.0,4.63,1
TIC 392817207,3.262,,0.199,2.43,0.505,3752.0,4.743,1
TIC 8918021,6.93,,0.672,2.2,0.298,3287.0,4.84,1
TIC 422487869,1.256,,0.0921,2.28,0.688,3924.0,4.462,1
TIC 301258470,12.4551225,,,8.675766,0.822,5282.0,4.566,1
TIC 301258470,12.45636917022,,1.03526424,8.7723254,0.843307,5278.0,4.54274,1
TIC 49040478,5.4252061,,0.263,0.868,0.16,2890.0,,1
TIC 49040478,5.42513,,0.23,5.76,1.1,3410.0,3.84,1
TIC 49040478,5.4224,,0.18,,0.909623,3318.0,4.06317,1
TIC 49040478,5.424865,,,5.04,1.05,3540.0,,1
TIC 49040478,5.42526,,0.3018,3.17,0.529,,,1
TIC 366484980,13.773826,,,3.29495202,1.682578,6114.0,4.01,1
TIC 366484980,13.773,,0.02092,2.17,1.469,,,1
TIC 366484980,13.773,,0.0245,,1.46908,6266.98,4.19069,1
TIC 366484980,13.772626,,,2.2,1.25,,,1
TIC 366484980,13.7748361,,0.0309,2.67656,1.47,6266.98,4.19069,1
TIC 366484980,13.774798,,,2.77,1.5,6232.0,4.18,1
TIC 46296576,9.398977,,,1.79,1.06,5994.0,4.43,1
TIC 46296576,22.99592,,0.047,2.5,1.043,6010.0,4.426,1
TIC 46296576,22.996591,,,2.72,1.06,5994.0,4.43,1
TIC 330621494,17.703,,0.6508,,0.289676,3266.0,4.9373,1
TIC 330621494,17.70632,,,2.2,0.28,3315.0,4.97,1
TIC 330621494,17.7037,,0.677,1.76,0.205,,,1
TIC 330690135,14.759287,,,6.18,1.22,5880.0,4.29,1
TIC 330690135,14.759859,,,,1.186,6070.0,4.318,1
TIC 330690135,14.759595,,0.1705,5.3,1.186,6070.0,4.318,1
TIC 330690135,14.75650149447,,0.2238483,5.7395617,1.20174,5790.7,4.3,1
TIC 330687113,5.11383503556,,0.1290375,5.67086336,1.50876,6315.7,4.17,1
TIC 330687113,5.113981,,,5.65,1.49,6502.0,4.22,1
TIC 330687113,5.1138428,,,,1.409,6890.0,4.274,1
TIC 330687113,5.113823,,0.1054,5.0,1.409,6890.0,4.274,1
TIC 21247758,12.282343,,,2.52633631,1.410373,5985.0,4.14,1
TIC 21247758,12.281,,0.0233,,1.33471,6272.0,4.27365,1
TIC 21247758,12.2812,,0.0314,2.47,1.323,,,1
TIC 21247758,12.283211,,,2.21,1.33,6222.0,4.28,1
TIC 46382728,21.191788,,,1.3172461,0.782112,5277.0,4.54,1
TIC 46382728,21.194733,,,1.22,0.8,5424.0,4.56,1
TIC 46382728,21.199,,0.0182,,0.797924,5296.77,4.59319,1
TIC 46382728,21.1976,,0.0263,1.33,0.7747,,,1
TIC 20484888,16.273563,,,2.62,1.32,5869.0,4.17,1
TIC 20484888,16.271,,0.0312,,1.25863,5940.0,4.27169,1
TIC 20484888,16.2713,,0.0418,2.77,1.27,,,1
TIC 20484888,16.27284,,,2.10886389,1.064948,5656.0,4.23,1
TIC 186814470,3.85,,0.0282,,0.626953,4504.0,4.69363,1
TIC 186814470,3.850614,,,1.03,0.63,4558.0,4.65,1
TIC 186814470,3.85064,,0.0391,1.073,0.51,,,1
TIC 175241633,19.508,,0.1237,2.11,0.576,,,1
TIC 175241633,19.507428,,,1.92,0.72,4857.0,4.59,1
TIC 178217113,2.995646,,,13.96620332,1.454974,5990.0,4.11,1
TIC 178217113,2.99529334,,0.731,,1.4022,6135.47,4.20966,1
TIC 178217113,2.995629,,,15.434793,1.58,6149.0,4.2,1
TIC 178217113,2.995633,,,13.1,1.38,,,1
TIC 178217113,2.9956366,,0.7778,13.1937,1.4,6135.5,4.21,1
TIC 178217113,2.99563536,,,,1.66,6087.0,4.106,1
TIC 178217113,2.995607,,,15.13215,1.526,6132.0,4.173,1
TIC 178217113,2.996,,0.6237,,1.4022,6135.47,4.20966,1
TIC 178217113,2.995633,,,13.96,1.44,6071.0,4.18,1
TIC 178217113,2.9956348,,,13.75,1.42,6168.0,4.2,1
TIC 178217113,2.9956372,,0.7493,13.7,1.4,,,1
TIC 178217113,2.995653,,0.8175,13.8,1.398,6380.0,4.239,1
TIC 178217113,2.99561,,0.82,11.99363,1.22,6132.0,4.17,1
TIC 178217113,2.995654,,,16.14096,1.66,6087.0,4.106,1
TIC 178246831,29.729,,0.067,,1.11294,5464.0,4.32739,1
TIC 178246831,29.7361,,0.0888,3.52,1.144,,,1
TIC 178246831,29.740451,,,3.36,1.13,5532.0,4.3,1
TIC 175290685,36.556251,,,2.96787013,1.035241,5759.0,4.31,1
TIC 175290685,36.5563,,0.0802,3.18,1.1,,,1
TIC 175290685,36.552551,,,3.21,1.16,5817.0,4.3,1
TIC 197215129,11.561514,,0.0255,2.4,1.406,6140.0,4.255,1
TIC 197215129,11.561052,,,2.03,1.09,5920.0,4.36,1
TIC 197246627,2.787174,,,1.65,0.46,3804.0,4.8,1
TIC 197246627,2.78711,,0.147,2.0,0.507,,,1
TIC 197246627,7.67689,,0.2074,2.44,0.507,,,1
TIC 197246627,7.676984,,0.2124,2.3,0.465,3790.0,4.79,1
TIC 197246627,7.676972,,,2.02,0.46,3804.0,4.8,1
TIC 203289099,3.3557219,,0.1101,1.9149,0.56,3807.0,4.68,1
TIC 203289099,3.355854,,0.067,1.6,0.551,3860.0,4.72,1
TIC 203289099,3.35585,,,1.59,0.49,4374.0,4.76,1
TIC 238608004,10.367437,,,2.11,0.52,3779.0,4.74,1
TIC 238608004,10.366,,0.124,,0.539401,3675.0,4.7031,1
TIC 238608004,10.36627,,0.1946,1.82,0.4,,,1
TIC 14570099,26.198,,0.0861,,0.709927,4678.0,4.60838,1
TIC 14570099,26.201446,,,2.26,0.7,4801.0,4.6,1
TIC 14570099,26.1956,,0.0965,2.08,0.656,,,1
TIC 14570099,26.197022,,,2.36213049,0.692258,4789.0,4.71,1
TIC 14570099,26.19445485478,,0.12027717,2.99459349,0.709927,4678.0,4.60838,1
TIC 14603874,7.18662,,0.1829,2.58,0.584,,,1
TIC 14603874,7.187257,,,2.41,0.63,4599.0,4.65,1
TIC 14603874,7.187,,0.1195,,0.617099,4391.0,4.69431,1
TIC 117275513,4.688418,,,3.26,0.85,5077.0,4.5,1
TIC 117275513,4.688625,,0.1777,3.8,0.828,5220.0,4.545,1
TIC 117275513,4.6886342,,0.1469,3.36071,0.87,4954.0,4.47,1
TIC 117275513,12.550171,,,2.67,0.85,5077.0,4.5,1
TIC 117275513,12.550896,,0.0858,2.6,0.828,5220.0,4.545,1
TIC 347812320,9.029,,0.0682,,0.786068,5274.0,4.60139,1
TIC 347812320,9.032178,,,1.38,0.49,4385.0,4.78,1
TIC 347812320,9.0333,,0.1028,2.75,0.825,,,1
TIC 363478257,2.399964,,,1.32,0.619575,4402.71,,1
TIC 363478257,2.39991,,,1.08,0.601,4426.0,4.697,1
TIC 363478257,2.3996463,,0.0436,1.52,0.67,4326.0,,1
TIC 363478257,2.39984,,,1.4,0.72,4680.0,4.56,1
TIC 363478257,2.39901,,0.0404,1.27,0.603,,,1
TIC 363478257,5.60906,,,1.69,0.601,4426.0,4.697,1
TIC 363478257,5.60871,,0.0938,1.9,0.603,,,1
TIC 363478257,5.60967748,,0.093,,0.779092,4323.44,4.4874,1
TIC 363478257,5.6084,,,2.2,0.69,4523.0,,1
TIC 363478257,5.60912,,,2.09,0.72,4680.0,4.56,1
TIC 363478257,5.608352,,,1.93,0.619575,4402.71,,1
TIC 363478257,5.6089465,,0.0889,2.17,0.67,4326.0,,1
TIC 294319820,4.163873,,,1.54,1.04,5789.0,4.39,1
TIC 294319820,19.9901,,0.0748,2.81,1.006,,,1
TIC 294319820,19.991,,0.0542,,0.977396,5799.0,4.47496,1
TIC 294319820,19.991944,,,2.74,1.04,5789.0,4.39,1
TIC 187273748,7.806164,,,2.54,1.05,5769.0,4.4,1
TIC 187273748,7.80651068,,0.053,,1.03974,5739.0,4.41706,1
TIC 187273748,7.80692,,0.0681,3.03,1.103,,,1
TIC 187273748,7.806,,0.0477,,1.03974,5739.0,4.41706,1
TIC 86130229,3.665912,,,1.37,0.95,5791.0,4.47,1
TIC 86130229,8.236486,,0.0401,2.0,0.923,5930.0,4.497,1
TIC 86130229,8.234885,,,1.92,0.95,5791.0,4.47,1
TIC 86130229,14.871387,,,2.23,0.95,5791.0,4.47,1
TIC 86130229,14.869943,,0.19,4.4,0.923,5930.0,4.497,1
TIC 468989066,3.794,,0.1007,,0.421881,3510.0,4.80673,1
TIC 468989066,3.793306,,,1.56,0.41,3669.0,4.86,1
TIC 186853124,5.7385647,,,2.25,0.92,5790.0,4.49,1
TIC 20536788,21.0267366,,,2.29,0.86,5568.0,4.52,1
TIC 293459761,16.3488637,,,3.72,1.0,5794.0,4.43,1
TIC 197241396,11.2510285,,,2.68,0.91,5650.0,4.49,1
TIC 363445121,1.422647,,,1.45,0.75,4953.0,4.598,1
TIC 363445121,1.422586,,,1.291,0.717,4836.0,4.55,1
TIC 363445121,1.422602,,0.0345,1.407,0.729,,,1
TIC 363445121,1.422619,,,1.46748911,0.745987,4944.0,4.7,1
TIC 363445121,1.4226108,,0.0365,1.55,0.74,4886.0,,1
TIC 363445121,1.42266,,,1.32,0.74,4924.0,4.65,1
TIC 363445121,1.422614,,,1.43,0.718,4916.0,,1
TIC 363445121,1.422614,,,1.43,0.718,4916.0,4.621,1
TIC 363445121,5.340883,,,3.58036658,0.745987,4944.0,4.7,1
TIC 363445121,5.3410507,,0.1545,3.12,0.726,4953.0,4.598,1
TIC 363445121,5.340888,,,3.2,0.718,4916.0,,1
TIC 363445121,5.340786,,,2.41,0.717,4836.0,4.55,1
TIC 363445121,5.34072,,,2.65,0.75,4953.0,4.598,1
TIC 363445121,5.34059,,,2.8,0.74,4924.0,4.65,1
TIC 363445121,5.34107237,,0.163,,0.75412,4772.39,4.56911,1
TIC 363445121,5.340888,,,3.2,0.718,4916.0,4.621,1
TIC 363445121,5.3408934,,0.121,2.82,0.74,4886.0,,1
TIC 397052808,9.79692,,,,0.98,5679.0,4.435,1
TIC 220604190,23.4302,,0.05,,1.05771,5568.0,4.38144,1
TIC 220604190,23.448172,,,2.906,1.051,5561.0,4.313,1
TIC 220604190,23.44701,,0.0783,3.24,1.115,,,1
TIC 220604190,23.446501,,0.0808,2.71,0.87,5484.0,,1
TIC 220604190,23.446873,,,2.89705396,0.986872,5869.0,4.53,1
TIC 49512708,15.93709,,0.059,1.87,0.731,,,1
TIC 49512708,15.937378,,0.0576,1.84,0.7,4574.0,,1
TIC 49512708,15.937039,,,2.359,0.94,5601.0,4.406,1
TIC 12821302,20.645099,,,2.413,0.625,4348.0,4.726,1
TIC 12821302,20.643928,,0.118,2.54,0.68,4396.0,,1
TIC 12821302,20.646,,0.132,2.38,0.58,,,1
TIC 38136597,5.02629,,0.0485,1.322,0.577,,,1
TIC 38136597,5.025831,,0.0484,1.72,0.72,4679.0,,1
TIC 38136597,5.025598,,,1.332,0.663,4663.0,4.667,1
TIC 38136597,9.660186,,,1.361,0.663,4663.0,4.667,1
TIC 38136597,9.65869,,0.0522,1.38,0.577,,,1
TIC 38136597,20.201085,,,1.948,0.663,4663.0,4.667,1
TIC 38136597,20.2009,,0.0982,1.89,0.577,,,1
TIC 49984349,5.761612,,,1.313,0.881,5682.0,4.418,1
TIC 49984349,5.761359,,,1.37311054,0.901705,5744.0,4.57,1
TIC 49984349,5.7619248,,0.0226,1.37,0.83,5350.0,,1
TIC 49984349,5.76218,,0.0174,1.217,0.868,,,1
TIC 68504570,4.44117,,,1.61,0.85,5413.0,4.52,1
TIC 68504570,4.44118,,,1.66,0.87,5512.0,4.512,1
TIC 68504570,4.4436649,,0.0362,1.5,0.72,4740.0,,1
TIC 68504570,4.443774,,,1.52572113,0.818403,5382.0,4.66,1
TIC 68504570,4.4434,,,1.39,0.809,5352.0,4.53,1
TIC 68504570,4.4436,,0.0358,1.57,0.792,,,1
TIC 68504570,6.42966,,,2.41,0.809,5352.0,4.53,1
TIC 68504570,6.42904,,,2.75,0.85,5413.0,4.52,1
TIC 68504570,6.42973,,,2.65,0.87,5512.0,4.512,1
TIC 68504570,6.43032491,,0.085,,0.858018,4927.0,4.47902,1
TIC 68504570,6.4295023,,0.1,2.5,0.72,4740.0,,1
TIC 68504570,6.429582,,,2.59811964,0.818403,5382.0,4.66,1
TIC 68504570,6.42959,,0.1027,2.64,0.792,,,1
TIC 68504570,14.09229,,,2.31,0.809,5352.0,4.53,1
TIC 68504570,14.090907,,0.0866,2.33,0.72,4740.0,,1
TIC 68504570,14.090996,,,2.41175864,0.818403,5382.0,4.66,1
TIC 68504570,14.0919,,,2.59,0.87,5512.0,4.512,1
TIC 68504570,14.09189,,,2.73,0.85,5413.0,4.52,1
TIC 68504570,14.09292,,0.0893,2.58,0.792,,,1
TIC 456945304,2.1408063,,0.0628,2.59639,1.0,5372.0,4.40929,1
TIC 456945304,2.14084,,,3.207,0.971,5377.0,4.454,1
TIC 456945304,2.14084,,,3.207,0.971,5377.0,4.454,1
TIC 366622912,3.11489307594,,2.59807011,12.11200864,0.74956,4973.0,4.438,1
TIC 366622912,3.1149085,,2.846,12.03,0.718,,,1
TIC 366622912,3.11491262,,2.698,,0.74956,4952.0,4.60227,1
TIC 366622912,3.114878,,,12.5,0.77,,,1
TIC 366622912,3.115,,2.3415,,0.74956,4952.0,4.60227,1
TIC 366622912,3.114905,,,13.024,0.736,4925.0,4.683,1
TIC 333800257,9.84413,,0.1093,3.23,0.9395,,,1
TIC 333800257,9.844017,,,3.0,0.91,,,1
TIC 333800257,9.844077,,,2.945,0.922,5479.0,4.437,1
TIC 333800257,9.844,,0.0809,,0.957455,5500.23,4.4581,1
TIC 27626711,11.0213,,0.0202,2.25,1.507,,,1
TIC 27626711,11.02066,,,2.061,1.486,6138.0,4.156,1
TIC 321285788,4.521953,,,1.593,0.907,5789.0,4.386,1
TIC 321285788,4.521953,,,1.593,0.907,5789.0,4.386,1
TIC 321285788,16.43445,,,2.213,0.907,5789.0,4.386,1
TIC 321285788,16.43445,,,2.213,0.907,5789.0,4.386,1
TIC 175290532,14.4584,,0.0298,2.84,1.551,,,1
TIC 175290532,14.460563,,,1.75532562,1.065474,5838.0,4.32,1
TIC 175290532,14.443,,0.0245,,1.54893,5826.08,4.0792,1
TIC 175290532,14.453895,,,2.243,1.543,5822.0,4.107,1
TIC 117414377,5.776475,,,1.736,1.149,5937.0,4.275,1
TIC 117414377,5.776475,,,1.736,1.149,5937.0,4.275,1
TIC 422325510,12.832235,,,1.693,0.691,4200.0,4.673,1
TIC 422325510,12.83306,,0.0754,1.82,0.649,,,1
TIC 422325510,12.83724862,,0.054,,0.697984,4314.0,4.57904,1
TIC 741119,2.060438,,,2.88,0.732,4823.0,4.674,1
TIC 741119,2.06,,0.1344,,0.736421,4854.0,4.60144,1
TIC 741119,2.060368,,0.1697,3.16,0.727,,,1
TIC 90090343,8.777247,,,2.181,0.751,4603.0,4.615,1
TIC 90090343,8.7783,,0.0934,2.27,0.69,,,1
TIC 12666215,4.01593,,,1.54,1.06,5731.0,4.38,1
TIC 12666215,4.01593,,,1.655,1.141,5705.0,,1
TIC 12666215,4.01593,,0.016,1.90553,1.38,5757.0,4.35,1
TIC 12666215,4.01628,,,1.64,1.12,5758.0,4.364,1
TIC 12666215,4.01663,,0.02607,1.96,1.241,,,1
TIC 12666215,4.01668,,,1.55,0.924,5679.0,4.32,1
TIC 12666215,4.01593,,,1.55,1.1,5757.0,4.35,1
TIC 12666215,10.56103,,,2.29,1.06,5731.0,4.38,1
TIC 12666215,10.56104,,,2.18,0.924,5679.0,4.32,1
TIC 12666215,10.56103,,,2.49,1.141,5705.0,,1
TIC 12666215,10.56103,,,2.42,1.1,5757.0,4.35,1
TIC 12666215,10.56098,,,2.41,1.12,5758.0,4.364,1
TIC 12666215,10.56131,,0.0484,2.83,1.241,,,1
TIC 90605642,9.40172,,0.0275,1.96,1.13,,,1
TIC 90605642,9.401312,,,2.729,1.32,5911.0,4.194,1
TIC 10195089,7.9389334,,,1.075,0.675,4473.0,4.653,1
TIC 10195089,7.939256,,,1.08322371,0.645652,4661.0,4.66,1
TIC 10195089,7.9388,,0.0209,0.94,0.616,,,1
TIC 10195089,16.035054,,,2.05816745,0.645652,4661.0,4.66,1
TIC 10195089,16.0382,,,,0.62,4710.0,,1
TIC 10195089,16.038474,,,2.0,0.7,,,1
TIC 10195089,16.034656,,,2.0,0.675,4473.0,4.653,1
TIC 10195089,16.0343,,0.0947,2.05,0.616,,,1
TIC 10195089,26.8054,,0.0522,1.48,0.616,,,1
TIC 10195089,26.804998,,,1.53157981,0.645652,4661.0,4.66,1
TIC 10195089,26.803023,,,1.689,0.675,4473.0,4.653,1
TIC 187960878,21.7,,0.0789,2.38,0.811,,,1
TIC 187960878,21.697619,,,2.77059123,0.88176,5570.0,4.61,1
TIC 187960878,21.700156,,,2.072,0.811,5452.0,4.585,1
TIC 31244979,1.866025,,0.0383,1.75,0.878,,,1
TIC 31244979,1.865979,,,1.85861238,0.825125,5231.0,4.68,1
TIC 31244979,1.865962,,,1.564,0.804,5129.0,4.655,1
TIC 399702475,2.231527,,,1.076,0.348,3623.0,4.874,1
TIC 399702475,4.19525,,0.146,1.05,0.257,,,1
TIC 399702475,4.194766,,,1.191,0.348,3623.0,4.874,1
TIC 399702475,6.679582,,,1.392,0.348,3623.0,4.874,1
TIC 399702475,6.6791,,0.169,1.1,0.257,,,1
TIC 399702475,9.715043,,,1.345,0.348,3623.0,4.874,1
TIC 399702475,9.71601,,0.175,1.14,0.257,,,1
TIC 399702475,13.62757,,0.437,1.78,0.257,,,1
TIC 399702475,13.62749,,,2.222,0.348,3623.0,4.874,1
TIC 399702475,13.6274,,,,0.257,3860.0,,1
TIC 257429687,2.38098,,0.0506,1.72,0.734,,,1
TIC 257429687,2.380867,,,1.539,0.761,4844.0,4.64,1
TIC 376879052,7.473223,,,2.32,0.97,5749.0,4.424,1
TIC 376879052,7.47372,,,,1.01,5592.0,,1
TIC 376879052,7.47331,,0.0661,2.74,1.012,,,1
TIC 376938120,28.735998,,,4.0,0.35,,,1
TIC 376938120,28.735327,,,7.322,0.585,3572.0,4.66,1
TIC 376938120,28.7342,,1.398,8.22,0.664,,,1
TIC 49735922,6.339069,,,3.66,0.897,5367.0,4.456,1
TIC 49735922,6.339069,,,3.66,0.897,5367.0,4.456,1
TIC 49735922,6.3392677,,0.1739,3.91968,0.93,5289.0,4.46,1
TIC 49735922,6.33932,,,3.9,0.91,5310.0,4.42,1
TIC 9030096,8.58289,,,2.33,1.094,5773.0,4.31,1
TIC 9030096,8.584043,,,2.184,1.084,5782.0,4.273,1
TIC 9030096,8.583566,,,2.118,1.084,5782.0,4.273,1
TIC 9030096,20.851337,,,2.04,1.084,5782.0,4.273,1
TIC 9030096,20.851337,,,2.04,1.084,5782.0,4.273,1
TIC 250977648,4.6028,,,,3.12057,4911.0,,1
TIC 250977648,4.60543,,0.037,6.27704,2.97,4881.0,3.44,1
TIC 250977648,4.6049829,,0.0432,1.67,0.74,4843.0,,1
TIC 250977648,4.60497,,,5.71,2.93,4912.0,3.58,1
TIC 250977648,4.60808540736,,0.04355578,7.04461252,3.12057,4911.0,4.438,1
TIC 250977648,4.60547,,,6.4,3.08,4915.0,3.58,1
TIC 250977648,4.60497,,,7.09,2.59,4993.0,3.682,1
TIC 250977648,4.60543,,,8.2,3.88,4881.0,3.44,1
TIC 9030119,3.312792,,,4.662,0.966,5558.0,4.368,1
TIC 9030119,3.312792,,,4.662,0.966,5558.0,4.368,1
TIC 9030119,3.3129214,,0.1815,4.28877,0.98,5512.0,4.44,1
TIC 9054633,4.622654,,,1.371,0.566,5543.0,4.973,1
TIC 9054633,4.622654,,,1.371,0.566,5543.0,4.973,1
TIC 8963531,15.398723,,,1.85,1.058,5726.0,4.314,1
TIC 8963531,15.398723,,,1.85,1.058,5726.0,4.314,1
TIC 279046938,10.413181,,,2.352,1.071,5678.0,4.321,1
TIC 279046938,10.41144,,,,1.12,5540.0,,1
TIC 436575927,5.09582,,,,0.58,4490.0,,1
TIC 436575927,5.095717,,,1.692,0.631,4938.0,4.515,1
TIC 436575927,5.0957983,,0.0714,1.92318,0.7,4197.0,4.56,1
TIC 245946724,4.803352,,,2.597,0.783,5007.0,4.628,1
TIC 245946724,4.803352,,,2.597,0.783,5007.0,4.628,1
TIC 245946724,8.491282,,,3.395,0.783,5007.0,4.628,1
TIC 245946724,8.491282,,,3.395,0.783,5007.0,4.628,1
TIC 59088823,0.673862,,,1.579,0.92,5236.0,4.488,1
TIC 59088823,0.673862,,,1.579,0.92,5236.0,4.488,1
TIC 59088823,25.76051,,,3.124,0.92,5236.0,4.488,1
TIC 6139066,3.572326,,,2.417,0.966,5387.0,4.435,1
TIC 6139066,3.572326,,,2.417,0.966,5387.0,4.435,1
TIC 281660552,6.393025,,,2.274,1.239,5946.0,4.227,1
TIC 281660552,6.393025,,,2.274,1.239,5946.0,4.227,1
TIC 281660552,18.787839,,,5.098,1.239,5946.0,4.227,1
TIC 281660552,18.787839,,,5.098,1.239,5946.0,4.227,1
TIC 374200604,0.759978,,,6.049,1.541,5690.0,3.956,0
